"State"|"ST_CEN_CD"|"District"|"DT_CEN_CD"|"TRU"|"Households"|"Latrines"|"latrinepercent"
"Karnataka"|29|"Chitradurga "|566|"Rural"|282019|53839|19%
"Karnataka"|29|"Chitradurga "|566|"Urban"|72124|53303|74%
"Karnataka"|29|"Davanagere"|567|"Total"|404840|188046|46%
"Karnataka"|29|"Davanagere"|567|"Rural"|272929|81363|30%
"Karnataka"|29|"Davanagere"|567|"Urban"|131911|106683|81%
"Karnataka"|29|"Shimoga"|568|"Total"|402139|286129|71%
"Karnataka"|29|"Shimoga"|568|"Rural"|257060|158828|62%
"Karnataka"|29|"Shimoga"|568|"Urban"|145079|127301|88%
"Karnataka"|29|"Udupi"|569|"Total"|246313|214808|87%
"Karnataka"|29|"Udupi"|569|"Rural"|174548|145909|84%
"Karnataka"|29|"Udupi"|569|"Urban"|71765|68899|96%
"Karnataka"|29|"Chikmagalur"|570|"Total"|272173|167369|61%
"Karnataka"|29|"Chikmagalur"|570|"Rural"|215334|116556|54%
"Karnataka"|29|"Chikmagalur"|570|"Urban"|56839|50813|89%
"Karnataka"|29|"Tumkur"|571|"Total"|636394|206821|32%
"Karnataka"|29|"Tumkur"|571|"Rural"|495885|90868|18%
"Karnataka"|29|"Tumkur"|571|"Urban"|140509|115953|83%
"Karnataka"|29|"Bangalore"|572|"Total"|2377056|2254599|95%
"Karnataka"|29|"Bangalore"|572|"Rural"|207628|155366|75%
"Karnataka"|29|"Bangalore"|572|"Urban"|2169428|2099233|97%
"Karnataka"|29|"Mandya"|573|"Total"|426578|159818|37%
"Karnataka"|29|"Mandya"|573|"Rural"|354049|97526|28%
"Karnataka"|29|"Mandya"|573|"Urban"|72529|62292|86%
"Karnataka"|29|"Hassan"|574|"Total"|429292|171212|40%
"Karnataka"|29|"Hassan"|574|"Rural"|339911|90891|27%
"Karnataka"|29|"Hassan"|574|"Urban"|89381|80321|90%
"Karnataka"|29|"Dakshina Kannada"|575|"Total"|425291|394069|93%
"Karnataka"|29|"Dakshina Kannada"|575|"Rural"|220806|194578|88%
"Karnataka"|29|"Dakshina Kannada"|575|"Urban"|204485|199491|98%
"Karnataka"|29|"Kodagu"|576|"Total"|138303|112626|81%
"Karnataka"|29|"Kodagu"|576|"Rural"|118509|93421|79%
"Karnataka"|29|"Kodagu"|576|"Urban"|19794|19205|97%
"Karnataka"|29|"Mysore"|577|"Total"|688422|378503|55%
"Karnataka"|29|"Mysore"|577|"Rural"|401655|108475|27%
"Karnataka"|29|"Mysore"|577|"Urban"|286767|270028|94%
"Karnataka"|29|"Chamarajanagar"|578|"Total"|244198|57295|23%
"Karnataka"|29|"Chamarajanagar"|578|"Rural"|203748|31279|15%
"Karnataka"|29|"Chamarajanagar"|578|"Urban"|40450|26016|64%
"Karnataka"|29|"Gulbarga"|579|"Total"|465245|118792|26%
"Karnataka"|29|"Gulbarga"|579|"Rural"|311531|13911|4%
"Karnataka"|29|"Gulbarga"|579|"Urban"|153714|104881|68%
"Karnataka"|29|"Yadgir"|580|"Total"|200424|22523|11%
"Karnataka"|29|"Yadgir"|580|"Rural"|161665|6938|4%
"Karnataka"|29|"Yadgir"|580|"Urban"|38759|15585|40%
"Karnataka"|29|"Kolar"|581|"Total"|330990|141675|43%
"Karnataka"|29|"Kolar"|581|"Rural"|226245|57664|25%
"Karnataka"|29|"Kolar"|581|"Urban"|104745|84011|80%
"Karnataka"|29|"Chikkaballapura"|582|"Total"|282311|102957|36%
"Karnataka"|29|"Chikkaballapura"|582|"Rural"|220309|50677|23%
"Karnataka"|29|"Chikkaballapura"|582|"Urban"|62002|52280|84%
"Karnataka"|29|"Bangalore Rural"|583|"Total"|224745|179589|80%
"Karnataka"|29|"Bangalore Rural"|583|"Rural"|162398|122643|76%
"Karnataka"|29|"Bangalore Rural"|583|"Urban"|62347|56946|91%
"Karnataka"|29|"Ramanagara"|584|"Total"|259794|108891|42%
"Karnataka"|29|"Ramanagara"|584|"Rural"|200171|56142|28%
"Karnataka"|29|"Ramanagara"|584|"Urban"|59623|52749|88%
"Kerala"|32|"Kasaragod "|588|"Total"|267762|245747|92%
"Kerala"|32|"Kasaragod "|588|"Rural"|165969|147447|89%
"Kerala"|32|"Kasaragod "|588|"Urban"|101793|98300|97%
"Kerala"|32|"Kannur"|589|"Total"|543209|530436|98%
"Kerala"|32|"Kannur"|589|"Rural"|198846|191409|96%
"Kerala"|32|"Kannur"|589|"Urban"|344363|339027|98%
"Kerala"|32|"Wayanad "|590|"Total"|185403|170170|92%
"Kerala"|32|"Wayanad "|590|"Rural"|178686|163769|92%
"Kerala"|32|"Wayanad "|590|"Urban"|6717|6401|95%
"Kerala"|32|"Kozhikode "|591|"Total"|683825|668842|98%
"Kerala"|32|"Kozhikode "|591|"Rural"|232228|225213|97%
"Kerala"|32|"Kozhikode "|591|"Urban"|451597|443629|98%
"Kerala"|32|"Malappuram"|592|"Total"|774595|754074|97%
"Kerala"|32|"Malappuram"|592|"Rural"|437511|422205|97%
"Kerala"|32|"Malappuram"|592|"Urban"|337084|331869|98%
"Kerala"|32|"Palakkad"|593|"Total"|628287|564142|90%
"Kerala"|32|"Palakkad"|593|"Rural"|476318|419962|88%
"Kerala"|32|"Palakkad"|593|"Urban"|151969|144180|95%
"Kerala"|32|"Thrissur"|594|"Total"|743830|727823|98%
"Kerala"|32|"Thrissur"|594|"Rural"|246928|239266|97%
"Kerala"|32|"Thrissur"|594|"Urban"|496902|488557|98%
"Kerala"|32|"Ernakulam "|595|"Total"|791737|774743|98%
"Kerala"|32|"Ernakulam "|595|"Rural"|256310|248348|97%
"Kerala"|32|"Ernakulam "|595|"Urban"|535427|526395|98%
"Kerala"|32|"Idukki "|596|"Total"|276976|246878|89%
"Kerala"|32|"Idukki "|596|"Rural"|264649|234641|89%
"Kerala"|32|"Idukki "|596|"Urban"|12327|12237|99%
"Kerala"|32|"Kottayam "|597|"Total"|480453|464124|97%
"Kerala"|32|"Kottayam "|597|"Rural"|342707|328926|96%
"Kerala"|32|"Kottayam "|597|"Urban"|137746|135198|98%
"Kerala"|32|"Alappuzha "|598|"Total"|528275|490935|93%
"Kerala"|32|"Alappuzha "|598|"Rural"|245849|223557|91%
"Kerala"|32|"Alappuzha "|598|"Urban"|282426|267378|95%
"Kerala"|32|"Pathanamthitta"|599|"Total"|319968|300484|94%
"Kerala"|32|"Pathanamthitta"|599|"Rural"|285389|267280|94%
"Kerala"|32|"Pathanamthitta"|599|"Urban"|34579|33204|96%
"Kerala"|32|"Kollam"|600|"Total"|663276|626758|94%
"Kerala"|32|"Kollam"|600|"Rural"|373677|347521|93%
"Kerala"|32|"Kollam"|600|"Urban"|289599|279237|96%
"Kerala"|32|"Thiruvananthapuram"|601|"Total"|828774|780821|94%
"Kerala"|32|"Thiruvananthapuram"|601|"Rural"|390607|358783|92%
"Kerala"|32|"Thiruvananthapuram"|601|"Urban"|438167|422038|96%
"Lakshadweep"|31|"Lakshadweep"|587|"Total"|10703|10467|98%
"Lakshadweep"|31|"Lakshadweep"|587|"Rural"|2523|2474|98%
"Lakshadweep"|31|"Lakshadweep"|587|"Urban"|8180|7993|98%
"Madhya Pradesh"|23|"Sheopur "|418|"Total"|144748|18710|13%
"Madhya Pradesh"|23|"Sheopur "|418|"Rural"|124647|7203|6%
"Madhya Pradesh"|23|"Sheopur "|418|"Urban"|20101|11507|57%
"Madhya Pradesh"|23|"Morena "|419|"Total"|362309|75574|21%
"Madhya Pradesh"|23|"Morena "|419|"Rural"|286015|19249|7%
"Madhya Pradesh"|23|"Morena "|419|"Urban"|76294|56325|74%
"Madhya Pradesh"|23|"Bhind"|420|"Total"|294256|68734|23%
"Madhya Pradesh"|23|"Bhind"|420|"Rural"|227645|21232|9%
"Madhya Pradesh"|23|"Bhind"|420|"Urban"|70611|47502|67%
"Madhya Pradesh"|23|"Gwalior"|421|"Total"|369505|221052|60%
"Madhya Pradesh"|23|"Gwalior"|421|"Rural"|144130|24871|17%
"Madhya Pradesh"|23|"Gwalior"|421|"Urban"|225375|196181|87%
"Madhya Pradesh"|23|"Datla"|422|"Total"|159536|35209|22%
"Madhya Pradesh"|23|"Datla"|422|"Rural"|126467|14344|11%
"Madhya Pradesh"|23|"Datla"|422|"Urban"|33069|20865|63%
"Madhya Pradesh"|23|"Shivpuri"|423|"Total"|356362|52090|15%
"Madhya Pradesh"|23|"Shivpuri"|423|"Rural"|303041|17084|6%
"Madhya Pradesh"|23|"Shivpuri"|423|"Urban"|53321|35006|66%
"Madhya Pradesh"|23|"Tikamgarh"|424|"Total"|299214|30506|10%
"Madhya Pradesh"|23|"Tikamgarh"|424|"Rural"|253752|9966|4%
"Madhya Pradesh"|23|"Tikamgarh"|424|"Urban"|45462|20540|45%
"Madhya Pradesh"|23|"Chhatarpur"|425|"Total"|370885|56851|15%
"Madhya Pradesh"|23|"Chhatarpur"|425|"Rural"|299608|15576|5%
"Madhya Pradesh"|23|"Chhatarpur"|425|"Urban"|71277|41275|58%
"Madhya Pradesh"|23|"Panna"|426|"Total"|233654|23811|10%
"Madhya Pradesh"|23|"Panna"|426|"Rural"|209035|10556|5%
"Madhya Pradesh"|23|"Panna"|426|"Urban"|24619|13255|54%
"Madhya Pradesh"|23|"Sagar"|427|"Total"|509355|127876|25%
"Madhya Pradesh"|23|"Sagar"|427|"Rural"|376804|42181|11%
"Madhya Pradesh"|23|"Sagar"|427|"Urban"|132551|85695|65%
"Madhya Pradesh"|23|"Damoh"|428|"Total"|301115|43355|14%
"Madhya Pradesh"|23|"Damoh"|428|"Rural"|250346|14815|6%
"Madhya Pradesh"|23|"Damoh"|428|"Urban"|50769|28540|56%
"Madhya Pradesh"|23|"Satna"|429|"Total"|478753|142613|30%
"Madhya Pradesh"|23|"Satna"|429|"Rural"|390426|89208|23%
"Madhya Pradesh"|23|"Satna"|429|"Urban"|88327|53405|60%
"Madhya Pradesh"|23|"Rewa"|430|"Total"|540373|126470|23%
"Madhya Pradesh"|23|"Rewa"|430|"Rural"|467403|83018|18%
"Madhya Pradesh"|23|"Rewa"|430|"Urban"|72970|43452|60%
"Madhya Pradesh"|23|"Umaria"|431|"Total"|144429|19871|14%
"Madhya Pradesh"|23|"Umaria"|431|"Rural"|121448|7093|6%
"Madhya Pradesh"|23|"Umaria"|431|"Urban"|22981|12688|55%
"Madhya Pradesh"|23|"Neemuch"|432|"Total"|175666|46190|26%
"Madhya Pradesh"|23|"Neemuch"|432|"Rural"|129968|17121|13%
"Madhya Pradesh"|23|"Neemuch"|432|"Urban"|45698|29069|64%
"Madhya Pradesh"|23|"Mandsaur"|433|"Total"|284411|68287|24%
"Madhya Pradesh"|23|"Mandsaur"|433|"Rural"|229006|30478|13%
"Madhya Pradesh"|23|"Mandsaur"|433|"Urban"|55405|37809|68%
"Madhya Pradesh"|23|"Ratlam"|434|"Total"|293116|96263|33%
"Madhya Pradesh"|23|"Ratlam"|434|"Rural"|211063|28302|13%
"Madhya Pradesh"|23|"Ratlam"|434|"Urban"|82053|67961|83%
"Madhya Pradesh"|23|"Ujjain"|435|"Total"|384278|165304|43%
"Madhya Pradesh"|23|"Ujjain"|435|"Rural"|237288|42368|18%
"Madhya Pradesh"|23|"Ujjain"|435|"Urban"|146990|122936|84%
"Madhya Pradesh"|23|"Shajapur"|436|"Total"|298266|68975|23%
"Madhya Pradesh"|23|"Shajapur"|436|"Rural"|243638|32561|13%
"Madhya Pradesh"|23|"Shajapur"|436|"Urban"|54628|36414|67%
"Madhya Pradesh"|23|"Dewas"|437|"Total"|304742|112895|37%
"Madhya Pradesh"|23|"Dewas"|437|"Rural"|220809|47987|22%
"Madhya Pradesh"|23|"Dewas"|437|"Urban"|83933|64908|77%
"Madhya Pradesh"|23|"Dhar"|438|"Total"|419813|126246|30%
"Madhya Pradesh"|23|"Dhar"|438|"Rural"|339844|65132|19%
"Madhya Pradesh"|23|"Dhar"|438|"Urban"|79969|61114|76%
"Madhya Pradesh"|23|"Indore"|439|"Total"|615334|480633|78%
"Madhya Pradesh"|23|"Indore"|439|"Rural"|153259|63603|42%
"Madhya Pradesh"|23|"Indore"|439|"Urban"|462075|417030|90%
"Madhya Pradesh"|23|"West Nimar"|440|"Total"|366578|82265|22%
"Madhya Pradesh"|23|"West Nimar"|440|"Rural"|309603|40236|13%
"Madhya Pradesh"|23|"West Nimar"|440|"Urban"|56975|42029|74%
"Madhya Pradesh"|23|"Barwani"|441|"Total"|243061|45979|19%
"Madhya Pradesh"|23|"Barwani"|441|"Rural"|205589|21212|10%
"Madhya Pradesh"|23|"Barwani"|441|"Urban"|37472|24767|66%
"Madhya Pradesh"|23|"Rajgarh"|442|"Total"|341848|54463|16%
"Madhya Pradesh"|23|"Rajgarh"|442|"Rural"|289795|22696|8%
"Madhya Pradesh"|23|"Rajgarh"|442|"Urban"|52053|31767|61%
"Madhya Pradesh"|23|"Vidisha"|443|"Total"|297419|73505|25%
"Madhya Pradesh"|23|"Vidisha"|443|"Rural"|231876|26654|11%
"Madhya Pradesh"|23|"Vidisha"|443|"Urban"|65543|48851|75%
"Madhya Pradesh"|23|"Bhopal"|444|"Total"|487750|352351|72%
"Madhya Pradesh"|23|"Bhopal"|444|"Rural"|91084|19583|21%
"Madhya Pradesh"|23|"Bhopal"|444|"Urban"|396666|332768|84%
"Madhya Pradesh"|23|"Sehore"|445|"Total"|251586|80229|32%
"Madhya Pradesh"|23|"Sehore"|445|"Rural"|206935|44898|22%
"Madhya Pradesh"|23|"Sehore"|445|"Urban"|44651|35331|79%
"Madhya Pradesh"|23|"Raisen"|446|"Total"|274210|82664|30%
"Madhya Pradesh"|23|"Raisen"|446|"Rural"|214616|39752|19%
"Madhya Pradesh"|23|"Raisen"|446|"Urban"|59594|42912|72%
"Madhya Pradesh"|23|"Betul"|447|"Total"|327074|81190|25%
"Madhya Pradesh"|23|"Betul"|447|"Rural"|260878|33773|13%
"Madhya Pradesh"|23|"Betul"|447|"Urban"|66196|47417|72%
"Madhya Pradesh"|23|"Harda"|448|"Total"|110981|51766|47%
"Madhya Pradesh"|23|"Harda"|448|"Rural"|88422|33883|38%
"Madhya Pradesh"|23|"Harda"|448|"Urban"|22559|17883|79%
"Madhya Pradesh"|23|"Hoshangabad"|449|"Total"|252562|122069|48%
"Madhya Pradesh"|23|"Hoshangabad"|449|"Rural"|174226|58949|34%
"Madhya Pradesh"|23|"Hoshangabad"|449|"Urban"|78336|63120|81%
"Madhya Pradesh"|23|"Katni"|450|"Total"|289026|56180|19%
"Madhya Pradesh"|23|"Katni"|450|"Rural"|234239|20108|9%
"Madhya Pradesh"|23|"Katni"|450|"Urban"|54787|36072|66%
"Madhya Pradesh"|23|"Jabalpur"|451|"Total"|515029|286802|56%
"Madhya Pradesh"|23|"Jabalpur"|451|"Rural"|236023|63162|27%
"Madhya Pradesh"|23|"Jabalpur"|451|"Urban"|279006|223640|80%
"Madhya Pradesh"|23|"Narsimhapur"|452|"Total"|247616|87038|35%
"Madhya Pradesh"|23|"Narsimhapur"|452|"Rural"|204994|56433|28%
"Madhya Pradesh"|23|"Narsimhapur"|452|"Urban"|42622|30605|72%
"Madhya Pradesh"|23|"Dindori"|453|"Total"|168999|9945|6%
"Madhya Pradesh"|23|"Dindori"|453|"Rural"|161808|5965|4%
"Madhya Pradesh"|23|"Dindori"|453|"Urban"|7191|3980|55%
"Madhya Pradesh"|23|"Mandla"|454|"Total"|249187|33217|13%
"Madhya Pradesh"|23|"Mandla"|454|"Rural"|220889|14796|7%
"Madhya Pradesh"|23|"Mandla"|454|"Urban"|28298|18421|65%
"Madhya Pradesh"|23|"Chhindwara"|455|"Total"|438389|111901|26%
"Madhya Pradesh"|23|"Chhindwara"|455|"Rural"|330846|40577|12%
"Madhya Pradesh"|23|"Chhindwara"|455|"Urban"|107543|71324|66%
"Madhya Pradesh"|23|"Seoni"|456|"Total"|313274|68267|22%
"Madhya Pradesh"|23|"Seoni"|456|"Rural"|277982|42174|15%
"Madhya Pradesh"|23|"Seoni"|456|"Urban"|35292|26093|74%
"Madhya Pradesh"|23|"Balaghat"|457|"Total"|394310|73522|19%
"Madhya Pradesh"|23|"Balaghat"|457|"Rural"|341221|40004|12%
"Madhya Pradesh"|23|"Balaghat"|457|"Urban"|53089|33518|63%
"Madhya Pradesh"|23|"Guna"|458|"Total"|241433|47903|20%
"Madhya Pradesh"|23|"Guna"|458|"Rural"|183767|13556|7%
"Madhya Pradesh"|23|"Guna"|458|"Urban"|57666|34347|60%
"Madhya Pradesh"|23|"Ashok Nagar"|459|"Total"|170704|26227|15%
"Madhya Pradesh"|23|"Ashok Nagar"|459|"Rural"|141801|9963|7%
"Madhya Pradesh"|23|"Ashok Nagar"|459|"Urban"|28903|16264|56%
"Madhya Pradesh"|23|"Shahdol"|460|"Total"|248783|43590|18%
"Madhya Pradesh"|23|"Shahdol"|460|"Rural"|204690|15485|8%
"Madhya Pradesh"|23|"Shahdol"|460|"Urban"|44093|28105|64%
"Madhya Pradesh"|23|"Anuppur"|461|"Total"|168819|29828|18%
"Madhya Pradesh"|23|"Anuppur"|461|"Rural"|126225|5582|4%
"Madhya Pradesh"|23|"Anuppur"|461|"Urban"|42594|24246|57%
"Madhya Pradesh"|23|"Sidhi"|462|"Total"|238474|17833|7%
"Madhya Pradesh"|23|"Sidhi"|462|"Rural"|220630|9083|4%
"Madhya Pradesh"|23|"Sidhi"|462|"Urban"|17844|8750|49%
"Madhya Pradesh"|23|"Singraull"|463|"Total"|237186|26814|11%
"Madhya Pradesh"|23|"Singraull"|463|"Rural"|193734|4184|2%
"Madhya Pradesh"|23|"Singraull"|463|"Urban"|43452|22630|52%
"Madhya Pradesh"|23|"Jhabua"|464|"Total"|207621|24293|12%
"Madhya Pradesh"|23|"Jhabua"|464|"Rural"|190362|11030|6%
"Madhya Pradesh"|23|"Jhabua"|464|"Urban"|17259|13263|77%
"Madhya Pradesh"|23|"Alirajpur "|465|"Total"|131747|13859|11%
"Madhya Pradesh"|23|"Alirajpur "|465|"Rural"|121337|6023|5%
"Madhya Pradesh"|23|"Alirajpur "|465|"Urban"|10410|7836|75%
"Madhya Pradesh"|23|"East Nimar"|466|"Total"|265657|71544|27%
"Madhya Pradesh"|23|"East Nimar"|466|"Rural"|216711|37613|17%
"Madhya Pradesh"|23|"East Nimar"|466|"Urban"|48946|33931|69%
"Madhya Pradesh"|23|"Burhanpur "|467|"Total"|144154|50613|35%
"Madhya Pradesh"|23|"Burhanpur "|467|"Rural"|96440|17879|19%
"Madhya Pradesh"|23|"Burhanpur "|467|"Urban"|47714|32734|69%
"Maharashtra"|27|"Nandurbar "|497|"Total"|319623|91574|29%
"Maharashtra"|27|"Nandurbar "|497|"Rural"|270533|60391|22%
"Maharashtra"|27|"Nandurbar "|497|"Urban"|49090|31183|64%
"Maharashtra"|27|"Dhule"|498|"Total"|408700|127610|31%
"Maharashtra"|27|"Dhule"|498|"Rural"|298915|55870|19%
"Maharashtra"|27|"Dhule"|498|"Urban"|109785|71740|65%
"Maharashtra"|27|"Jalgaon"|499|"Total"|891657|316969|36%
"Maharashtra"|27|"Jalgaon"|499|"Rural"|618314|139685|23%
"Maharashtra"|27|"Jalgaon"|499|"Urban"|273343|177284|65%
"Maharashtra"|27|"Buldana"|500|"Total"|553031|195038|35%
"Maharashtra"|27|"Buldana"|500|"Rural"|445247|129428|29%
"Maharashtra"|27|"Buldana"|500|"Urban"|107784|65610|61%
"Maharashtra"|27|"Akola"|501|"Total"|391135|180311|46%
"Maharashtra"|27|"Akola"|501|"Rural"|247752|76633|31%
"Maharashtra"|27|"Akola"|501|"Urban"|143383|103678|72%
"Maharashtra"|27|"Washim"|502|"Total"|257892|87120|34%
"Maharashtra"|27|"Washim"|502|"Rural"|217490|59916|28%
"Maharashtra"|27|"Washim"|502|"Urban"|40402|27204|67%
"Maharashtra"|27|"Amravati"|503|"Total"|637446|342031|54%
"Maharashtra"|27|"Amravati"|503|"Rural"|424563|174645|41%
"Maharashtra"|27|"Amravati"|503|"Urban"|212883|167386|79%
"Maharashtra"|27|"Wardha"|504|"Total"|302680|171680|57%
"Maharashtra"|27|"Wardha"|504|"Rural"|210284|99199|47%
"Maharashtra"|27|"Wardha"|504|"Urban"|92396|72481|78%
"Maharashtra"|27|"Nagpur"|505|"Total"|995808|753520|76%
"Maharashtra"|27|"Nagpur"|505|"Rural"|324568|149493|46%
"Maharashtra"|27|"Nagpur"|505|"Urban"|671240|604027|90%
"Maharashtra"|27|"Bhandara"|506|"Total"|275773|168707|61%
"Maharashtra"|27|"Bhandara"|506|"Rural"|223299|124493|56%
"Maharashtra"|27|"Bhandara"|506|"Urban"|52474|44214|84%
"Maharashtra"|27|"Gondiya"|507|"Total"|289431|151792|52%
"Maharashtra"|27|"Gondiya"|507|"Rural"|241802|114972|48%
"Maharashtra"|27|"Gondiya"|507|"Urban"|47629|36820|77%
"Maharashtra"|27|"Gadchiroli "|508|"Total"|245745|66240|27%
"Maharashtra"|27|"Gadchiroli "|508|"Rural"|218935|48581|22%
"Maharashtra"|27|"Gadchiroli "|508|"Urban"|26810|17569|66%
"Maharashtra"|27|"Chandrapur"|509|"Total"|529612|229471|43%
"Maharashtra"|27|"Chandrapur"|509|"Rural"|352643|102534|29%
"Maharashtra"|27|"Chandrapur"|509|"Urban"|176969|126937|72%
"Maharashtra"|27|"Yavatmal "|510|"Total"|640385|198454|31%
"Maharashtra"|27|"Yavatmal "|510|"Rural"|513041|111592|22%
"Maharashtra"|27|"Yavatmal "|510|"Urban"|127344|86862|68%
"Maharashtra"|27|"Nanded"|511|"Total"|656303|217163|33%
"Maharashtra"|27|"Nanded"|511|"Rural"|487624|93762|19%
"Maharashtra"|27|"Nanded"|511|"Urban"|168679|123401|73%
"Maharashtra"|27|"Hingoli"|512|"Total"|227041|73460|32%
"Maharashtra"|27|"Hingoli"|512|"Rural"|195143|52497|27%
"Maharashtra"|27|"Hingoli"|512|"Urban"|31898|20963|66%
"Maharashtra"|27|"Parbhani"|513|"Total"|360186|103819|29%
"Maharashtra"|27|"Parbhani"|513|"Rural"|256063|34136|13%
"Maharashtra"|27|"Parbhani"|513|"Urban"|104123|69683|67%
"Maharashtra"|27|"Jalna"|514|"Total"|388116|141841|37%
"Maharashtra"|27|"Jalna"|514|"Rural"|318563|93044|29%
"Maharashtra"|27|"Jalna"|514|"Urban"|69553|48797|70%
"Maharashtra"|27|"Aurangabad"|515|"Total"|735587|360410|49%
"Maharashtra"|27|"Aurangabad"|515|"Rural"|419120|82852|20%
"Maharashtra"|27|"Aurangabad"|515|"Urban"|317467|277558|87%
"Maharashtra"|27|"Nashik"|516|"Total"|1180293|551864|47%
"Maharashtra"|27|"Nashik"|516|"Rural"|661977|193783|29%
"Maharashtra"|27|"Nashik"|516|"Urban"|518316|358081|69%
"Maharashtra"|27|"Thane"|517|"Total"|2430616|1627847|67%
"Maharashtra"|27|"Thane"|517|"Rural"|526397|208969|40%
"Maharashtra"|27|"Thane"|517|"Urban"|1904219|1418878|75%
"Maharashtra"|27|"Mumbai Suburban"|518|"Total"|2027743|1108623|55%
"Maharashtra"|27|"Mumbai Suburban"|518|"Rural"|0|0|0
"Maharashtra"|27|"Mumbai Suburban"|518|"Urban"|2027743|1108623|55%
"Maharashtra"|27|"Mumbai"|519|"Total"|637738|427208|67%
"Maharashtra"|27|"Mumbai"|519|"Rural"|0|0|0
"Maharashtra"|27|"Mumbai"|519|"Urban"|637738|427208|67%
"Maharashtra"|27|"Raigarh"|520|"Total"|596514|369857|62%
"Maharashtra"|27|"Raigarh"|520|"Rural"|376520|191750|51%
"Maharashtra"|27|"Raigarh"|520|"Urban"|219994|178107|81%
"Maharashtra"|27|"Pune"|521|"Total"|2076607|1531966|74%
"Maharashtra"|27|"Pune"|521|"Rural"|744114|459543|62%
"Maharashtra"|27|"Pune"|521|"Urban"|1332493|1072423|80%
"Maharashtra"|27|"Ahmadnagar"|522|"Total"|901748|415902|46%
"Maharashtra"|27|"Ahmadnagar"|522|"Rural"|717718|280537|39%
"Maharashtra"|27|"Ahmadnagar"|522|"Urban"|184030|135365|74%
"Maharashtra"|27|"Bid"|523|"Total"|545073|136943|25%
"Maharashtra"|27|"Bid"|523|"Rural"|446114|68597|15%
"Maharashtra"|27|"Bid"|523|"Urban"|98959|68346|69%
"Maharashtra"|27|"Latur"|524|"Total"|474149|178478|38%
"Maharashtra"|27|"Latur"|524|"Rural"|359858|89416|25%
"Maharashtra"|27|"Latur"|524|"Urban"|114291|89062|78%
"Maharashtra"|27|"Osmanabad"|525|"Total"|348760|96586|28%
"Maharashtra"|27|"Osmanabad"|525|"Rural"|294816|65408|22%
"Maharashtra"|27|"Osmanabad"|525|"Urban"|53944|31178|58%
"Maharashtra"|27|"Solapur"|526|"Total"|858981|355107|41%
"Maharashtra"|27|"Solapur"|526|"Rural"|583706|187414|32%
"Maharashtra"|27|"Solapur"|526|"Urban"|275275|167693|61%
"Maharashtra"|27|"Satara"|527|"Total"|639999|455235|71%
"Maharashtra"|27|"Satara"|527|"Rural"|518187|363338|70%
"Maharashtra"|27|"Satara"|527|"Urban"|121812|91897|75%
"Maharashtra"|27|"Ratnagiri"|528|"Total"|393379|273162|69%
"Maharashtra"|27|"Ratnagiri"|528|"Rural"|333645|224155|67%
"Maharashtra"|27|"Ratnagiri"|528|"Urban"|59734|49007|82%
"Maharashtra"|27|"Sindhudurg"|529|"Total"|205119|155696|76%
"Maharashtra"|27|"Sindhudurg"|529|"Rural"|180494|134314|74%
"Maharashtra"|27|"Sindhudurg"|529|"Urban"|24625|21382|87%
"Maharashtra"|27|"Kolhapur"|530|"Total"|821483|612194|75%
"Maharashtra"|27|"Kolhapur"|530|"Rural"|556628|414284|74%
"Maharashtra"|27|"Kolhapur"|530|"Urban"|264855|197910|75%
"Maharashtra"|27|"Sangli"|531|"Total"|585227|380072|65%
"Maharashtra"|27|"Sangli"|531|"Rural"|432579|261623|60%
"Maharashtra"|27|"Sangli"|531|"Urban"|152648|118449|78%
"Manipur"|14|"Senapati"|272|"Total"|34487|29985|87%
"Manipur"|14|"Senapati"|272|"Rural"|32968|28503|86%
"Manipur"|14|"Senapati"|272|"Urban"|1519|1482|98%
"Manipur"|14|"Tamenglong"|273|"Total"|24477|17284|71%
"Manipur"|14|"Tamenglong"|273|"Rural"|21069|13990|66%
"Manipur"|14|"Tamenglong"|273|"Urban"|3408|3294|97%
"Manipur"|14|"Churachandpur"|274|"Total"|49916|41638|83%
"Manipur"|14|"Churachandpur"|274|"Rural"|46647|38408|82%
"Manipur"|14|"Churachandpur"|274|"Urban"|3269|3230|99%
"Manipur"|14|"Bishnupur"|275|"Total"|44891|41441|92%
"Manipur"|14|"Bishnupur"|275|"Rural"|28147|25640|91%
"Manipur"|14|"Bishnupur"|275|"Urban"|16744|15801|94%
"Manipur"|14|"Thoubal"|276|"Total"|85295|78949|93%
"Manipur"|14|"Thoubal"|276|"Rural"|54653|50106|92%
"Manipur"|14|"Thoubal"|276|"Urban"|30642|28843|94%
"Manipur"|14|"Imphal West"|277|"Total"|111393|105743|95%
"Manipur"|14|"Imphal West"|277|"Rural"|41512|38200|92%
"Manipur"|14|"Imphal West"|277|"Urban"|69881|67543|97%
"Manipur"|14|"Imphal East"|278|"Total"|91806|85211|93%
"Manipur"|14|"Imphal East"|278|"Rural"|54014|49105|91%
"Manipur"|14|"Imphal East"|278|"Urban"|37792|36106|96%
"Manipur"|14|"Ukhrul"|279|"Total"|35790|29549|83%
"Manipur"|14|"Ukhrul"|279|"Rural"|30882|24832|80%
"Manipur"|14|"Ukhrul"|279|"Urban"|4908|4717|96%
"Manipur"|14|"Chandel"|280|"Total"|29097|23065|79%
"Manipur"|14|"Chandel"|280|"Rural"|25860|19929|77%
